"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","Conversion_Rate","Sale_Amount","Ad_Date","Location","Device","Keyword","Format_Date"
"A2271","Data Analytics Course",183.0,3363.0,212.08,10.0,9.0,"0.049",1511.0,"07-11-2024","Hyderabad","TABLET","data analitics online","2024-11-07"
"A2272","Data Analytics Course",175.0,5924.0,223.3,14.0,3.0,"0.017",1505.0,"2024-11-04","Hyderabad","mobile","analytics for data","2024-11-04"
"A2273","Data Analytics Course",97.0,3558.0,195.5,13.0,3.0,"0.058",1544.0,"2024-11-11","Hyderabad","Desktop","data analytics course","2024-11-11"
"A2274","Data Analytics Course",159.0,4208.0,236.75,13.0,8.0,"0.05",1849.0,"2024-11-16","Hyderabad","Tablet","data anaytics training","2024-11-16"
"A2275","Data Analytics Course",125.0,3607.0,224.45,22.0,9.0,"0.072",1392.0,"02-11-2024","Hyderabad","tablet","analytics for data","2024-11-02"
"A2277","Data Analytics Course",110.0,5220.0,233.06,16.0,4.0,"0.036",1711.0,"15-11-2024","Hyderabad","MOBILE","data anaytics training","2024-11-15"
"A2278","Data Analytics Course",83.0,5247.0,231.04,27.0,3.0,"0.054",1636.0,"2024-11-04","Hyderabad","desktop","data analitics online","2024-11-04"
"A2279","Data Analytics Course",166.0,5522.0,218.34,13.0,3.0,"0.018",1235.0,"2024/11/22","Hyderabad","DESKTOP","online data analytic","2024-11-22"
"A2280","Data Analytics Course",108.0,3682.0,214.43,20.0,3.0,"0.028",1553.0,"27-11-2024","Hyderabad","DESKTOP","learn data analytics","2024-11-27"
"A2281","Data Analytics Course",84.0,4549.0,191.96,15.0,7.0,"0.083",1303.0,"13-11-2024","Hyderabad","desktop","data analytics course","2024-11-13"
"A2282","Data Analytics Course",117.0,5170.0,0.0,16.0,10.0,"0.085",0.0,"20-11-2024","Hyderabad","tablet","data analitics online","2024-11-20"
"A2283","Data Analytics Course",195.0,3122.0,205.3,24.0,4.0,"0.043",1326.0,"2024/11/14","Hyderabad","MOBILE","data anaytics training","2024-11-14"
"A2284","Data Analytics Course",149.0,3650.0,220.25,17.0,3.0,"0.02",0.0,"29-11-2024","Hyderabad","MOBILE","data analitics online","2024-11-29"
"A2285","Data Analytics Course",142.0,5436.0,237.09,14.0,7.0,"0.049",1269.0,"20-11-2024","Hyderabad","Tablet","online data analytic","2024-11-20"
"A2286","Data Analytics Course",98.0,5485.0,182.29,16.0,5.0,"0.051",1518.0,"2024/11/19","Hyderabad","Desktop","learn data analytics","2024-11-19"
"A2287","Data Analytics Course",169.0,3778.0,0.0,11.0,3.0,"0.018",1721.0,"14-11-2024","Hyderabad","Desktop","data anaytics training","2024-11-14"
"A2288","Data Analytics Course",99.0,3051.0,0.0,18.0,6.0,"0.053",1762.0,"2024-11-29","Hyderabad","MOBILE","online data analytic","2024-11-29"
"A2289","Data Analytics Course",170.0,5286.0,190.65,22.0,7.0,"0.041",1110.0,"2024-11-09","Hyderabad","Desktop","data analitics online","2024-11-09"
"A2291","Data Analytics Course",156.0,5125.0,182.15,26.0,10.0,"0.064",1658.0,"16-11-2024","Hyderabad","MOBILE","data analytics course","2024-11-16"
"A2292","Data Analytics Course",91.0,4500.0,241.81,20.0,3.0,"0.033",1902.0,"2024/11/22","Hyderabad","Mobile","data analitics online","2024-11-22"
"A2293","Data Analytics Course",140.0,4633.0,228.65,15.0,4.0,"0.049",1738.0,"2024/11/20","Hyderabad","Mobile","data analitics online","2024-11-20"
"A2295","Data Analytics Course",198.0,3444.0,195.91,27.0,4.0,"0.056",1317.0,"10-11-2024","Hyderabad","DESKTOP","data analitics online","2024-11-10"
"A2296","Data Analytics Course",88.0,4253.0,210.5,23.0,8.0,"0.051",1918.0,"11-11-2024","Hyderabad","Tablet","data analitics online","2024-11-11"
"A2297","Data Analytics Course",130.0,4925.0,201.1,26.0,5.0,"0.038",1301.0,"15-11-2024","Hyderabad","Tablet","analytics for data","2024-11-15"
"A2298","Data Analytics Course",186.0,3576.0,213.96,26.0,4.0,"0.022",1689.0,"02-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-02"
"A2299","Data Analytics Course",146.0,5831.0,203.07,19.0,5.0,"0.055",1216.0,"28-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-28"
"A2300","Data Analytics Course",199.0,5147.0,203.08,27.0,10.0,"0.05",1126.0,"30-11-2024","Hyderabad","TABLET","data analytics course","2024-11-30"
"A2301","Data Analytics Course",94.0,4242.0,208.78,14.0,5.0,"0.053",1122.0,"2024-11-17","Hyderabad","TABLET","learn data analytics","2024-11-17"
"A2302","Data Analytics Course",119.0,5530.0,205.75,25.0,9.0,"0.076",1725.0,"2024-11-14","Hyderabad","MOBILE","analytics for data","2024-11-14"
"A2303","Data Analytics Course",168.0,4614.0,241.24,28.0,9.0,"0.054",1307.0,"2024/11/01","Hyderabad","mobile","online data analytic","2024-11-01"
"A2304","Data Analytics Course",117.0,5016.0,249.38,10.0,9.0,"0.077",1832.0,"02-11-2024","Hyderabad","Tablet","learn data analytics","2024-11-02"
"A2305","Data Analytics Course",156.0,5072.0,249.37,18.0,3.0,"0.058",1701.0,"2024/11/12","Hyderabad","MOBILE","learn data analytics","2024-11-12"
"A2306","Data Analytics Course",151.0,4805.0,241.95,22.0,3.0,"0.056",1571.0,"2024-11-03","Hyderabad","Tablet","online data analytic","2024-11-03"
"A2308","Data Analytics Course",105.0,5151.0,188.18,14.0,9.0,"0.032",1595.0,"2024-11-03","Hyderabad","tablet","online data analytic","2024-11-03"
"A2309","Data Analytics Course",98.0,4515.0,219.39,12.0,7.0,"0.071",1805.0,"2024/11/07","Hyderabad","desktop","learn data analytics","2024-11-07"
"A2310","Data Analytics Course",93.0,4269.0,247.76,21.0,8.0,"0.086",1543.0,"19-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-19"
"A2312","Data Analytics Course",156.0,4476.0,186.68,17.0,10.0,"0.033",1372.0,"2024/11/13","Hyderabad","Tablet","analytics for data","2024-11-13"
"A2313","Data Analytics Course",166.0,5749.0,236.52,11.0,5.0,"0.036",1780.0,"2024/11/15","Hyderabad","Desktop","analytics for data","2024-11-15"
"A2314","Data Analytics Course",134.0,5166.0,191.92,10.0,3.0,"0.037",1526.0,"2024/11/04","Hyderabad","MOBILE","learn data analytics","2024-11-04"
"A2315","Data Analytics Course",103.0,3687.0,194.73,27.0,4.0,"0.039",1347.0,"2024/11/15","Hyderabad","tablet","learn data analytics","2024-11-15"
"A2316","Data Analytics Course",95.0,4939.0,219.43,26.0,3.0,"0.032",1785.0,"07-11-2024","Hyderabad","Mobile","data anaytics training","2024-11-07"
"A2317","Data Analytics Course",155.0,3180.0,229.63,15.0,8.0,"0.052",1832.0,"15-11-2024","Hyderabad","desktop","data analytics course","2024-11-15"
"A2318","Data Analytics Course",184.0,3981.0,193.25,16.0,3.0,"0.035",1359.0,"30-11-2024","Hyderabad","tablet","learn data analytics","2024-11-30"
"A2319","Data Analytics Course",186.0,3392.0,218.16,29.0,7.0,"0.038",1012.0,"08-11-2024","Hyderabad","desktop","analytics for data","2024-11-08"
"A2320","Data Analytics Course",93.0,3160.0,220.75,30.0,8.0,"0.086",1472.0,"2024/11/08","Hyderabad","Desktop","data analitics online","2024-11-08"
"A2321","Data Analytics Course",138.0,4699.0,202.54,26.0,9.0,"0.065",1133.0,"2024-11-25","Hyderabad","Tablet","online data analytic","2024-11-25"
"A2322","Data Analytics Course",96.0,3730.0,217.61,16.0,4.0,"0.042",1283.0,"2024-11-07","Hyderabad","Desktop","analytics for data","2024-11-07"
"A2323","Data Analytics Course",127.0,5221.0,226.67,17.0,3.0,"0.024",1384.0,"2024-11-03","Hyderabad","tablet","data anaytics training","2024-11-03"
"A2324","Data Analytics Course",92.0,3299.0,188.58,11.0,9.0,"0.098",1678.0,"2024-11-27","Hyderabad","Desktop","data analitics online","2024-11-27"
"A2325","Data Analytics Course",156.0,5634.0,247.45,16.0,5.0,"0.032",1925.0,"08-11-2024","Hyderabad","TABLET","data analytics course","2024-11-08"
"A2326","Data Analytics Course",113.0,5991.0,211.28,16.0,3.0,"0.027",1499.0,"16-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-16"
"A2327","Data Analytics Course",84.0,3917.0,233.19,13.0,10.0,"0.049",0.0,"2024/11/11","Hyderabad","DESKTOP","data analytics course","2024-11-11"
"A2328","Data Analytics Course",189.0,5335.0,181.46,27.0,9.0,"0.048",1734.0,"08-11-2024","Hyderabad","mobile","online data analytic","2024-11-08"
"A2329","Data Analytics Course",149.0,4550.0,219.44,11.0,9.0,"0.06",1659.0,"2024/11/16","Hyderabad","Tablet","online data analytic","2024-11-16"
"A2330","Data Analytics Course",100.0,5805.0,181.27,15.0,4.0,"0.04",1195.0,"04-11-2024","Hyderabad","Desktop","learn data analytics","2024-11-04"
"A2331","Data Analytics Course",105.0,5156.0,201.01,25.0,10.0,"0.095",1472.0,"2024-11-11","Hyderabad","Desktop","analytics for data","2024-11-11"
"A2332","Data Analytics Course",86.0,5060.0,249.4,15.0,4.0,"0.047",1761.0,"15-11-2024","Hyderabad","tablet","data analitics online","2024-11-15"
"A2333","Data Analytics Course",93.0,5178.0,245.13,14.0,5.0,"0.054",1080.0,"2024/11/08","Hyderabad","Mobile","data analitics online","2024-11-08"
"A2334","Data Analytics Course",180.0,3076.0,227.91,12.0,10.0,"0.056",0.0,"05-11-2024","Hyderabad","Desktop","online data analytic","2024-11-05"
"A2335","Data Analytics Course",156.0,3218.0,235.69,28.0,6.0,"0.038",1289.0,"2024-11-16","Hyderabad","Tablet","data analitics online","2024-11-16"
"A2336","Data Analytics Course",124.0,4682.0,207.53,20.0,3.0,"0.033",1550.0,"2024/11/03","Hyderabad","tablet","online data analytic","2024-11-03"
"A2337","Data Analytics Course",177.0,3592.0,205.25,29.0,9.0,"0.051",1271.0,"2024-11-15","Hyderabad","Desktop","data anaytics training","2024-11-15"
"A2339","Data Analytics Course",132.0,3562.0,238.34,23.0,4.0,"0.03",1033.0,"29-11-2024","Hyderabad","tablet","data analytics course","2024-11-29"
"A2341","Data Analytics Course",153.0,3953.0,237.56,20.0,6.0,"0.053",1388.0,"26-11-2024","Hyderabad","Tablet","learn data analytics","2024-11-26"
"A2342","Data Analytics Course",187.0,4891.0,223.99,14.0,8.0,"0.043",1014.0,"2024/11/26","Hyderabad","Mobile","online data analytic","2024-11-26"
"A2343","Data Analytics Course",155.0,4976.0,183.21,10.0,5.0,"0.053",1554.0,"13-11-2024","Hyderabad","Tablet","online data analytic","2024-11-13"
"A2344","Data Analytics Course",90.0,5781.0,200.71,28.0,5.0,"0.046",0.0,"07-11-2024","Hyderabad","Mobile","data analitics online","2024-11-07"
"A2345","Data Analytics Course",172.0,3001.0,210.62,14.0,4.0,"0.023",1192.0,"2024/11/25","Hyderabad","tablet","data analitics online","2024-11-25"
"A2346","Data Analytics Course",92.0,5728.0,224.5,14.0,9.0,"0.098",1876.0,"26-11-2024","Hyderabad","TABLET","online data analytic","2024-11-26"
"A2347","Data Analytics Course",162.0,5103.0,188.15,13.0,9.0,"0.056",1264.0,"2024-11-28","Hyderabad","MOBILE","analytics for data","2024-11-28"
"A2348","Data Analytics Course",193.0,3131.0,198.1,22.0,5.0,"0.035",1870.0,"2024/11/19","Hyderabad","tablet","data analytics course","2024-11-19"
"A2350","Data Analytics Course",185.0,4070.0,200.95,21.0,5.0,"0.027",1503.0,"2024-11-07","Hyderabad","MOBILE","online data analytic","2024-11-07"
"A2351","Data Analytics Course",117.0,3350.0,243.68,23.0,5.0,"0.056",1204.0,"2024/11/14","Hyderabad","DESKTOP","analytics for data","2024-11-14"
"A2352","Data Analytics Course",123.0,4976.0,244.49,14.0,4.0,"0.033",1579.0,"2024/11/02","Hyderabad","DESKTOP","analytics for data","2024-11-02"
"A2353","Data Analytics Course",181.0,5612.0,203.66,17.0,3.0,"0.017",0.0,"07-11-2024","Hyderabad","Tablet","data anaytics training","2024-11-07"
"A2354","Data Analytics Course",118.0,4390.0,214.04,24.0,8.0,"0.068",1071.0,"2024/11/18","Hyderabad","Tablet","analytics for data","2024-11-18"
"A2355","Data Analytics Course",82.0,3698.0,229.12,30.0,9.0,"0.11",1246.0,"2024/11/20","Hyderabad","mobile","learn data analytics","2024-11-20"
"A2356","Data Analytics Course",175.0,4295.0,195.17,18.0,6.0,"0.034",1939.0,"27-11-2024","Hyderabad","Tablet","data analitics online","2024-11-27"
"A2357","Data Analytics Course",130.0,3332.0,202.06,14.0,5.0,"0.038",1184.0,"2024-11-14","Hyderabad","DESKTOP","online data analytic","2024-11-14"
"A2358","Data Analytics Course",92.0,4082.0,186.29,25.0,5.0,"0.054",1046.0,"2024-11-24","Hyderabad","TABLET","online data analytic","2024-11-24"
"A2359","Data Analytics Course",159.0,4464.0,204.86,27.0,3.0,"0.019",1963.0,"20-11-2024","Hyderabad","TABLET","analytics for data","2024-11-20"
"A2360","Data Analytics Course",193.0,5263.0,240.5,18.0,6.0,"0.054",1670.0,"2024-11-21","Hyderabad","TABLET","online data analytic","2024-11-21"
"A2361","Data Analytics Course",98.0,4371.0,246.23,25.0,7.0,"0.071",1114.0,"2024/11/14","Hyderabad","Tablet","analytics for data","2024-11-14"
"A2362","Data Analytics Course",176.0,3657.0,209.44,19.0,3.0,"0.017",1171.0,"2024/11/07","Hyderabad","DESKTOP","online data analytic","2024-11-07"
"A2363","Data Analytics Course",182.0,5833.0,243.72,20.0,5.0,"0.027",1206.0,"14-11-2024","Hyderabad","DESKTOP","data analytics course","2024-11-14"
"A2364","Data Analytics Course",85.0,3077.0,200.16,11.0,10.0,"0.118",1876.0,"2024-11-23","Hyderabad","MOBILE","analytics for data","2024-11-23"
"A2365","Data Analytics Course",98.0,3646.0,239.05,14.0,6.0,"0.034",1586.0,"14-11-2024","Hyderabad","desktop","data analytics course","2024-11-14"
"A2366","Data Analytics Course",160.0,3139.0,230.55,28.0,5.0,"0.031",1449.0,"15-11-2024","Hyderabad","Desktop","analytics for data","2024-11-15"
"A2367","Data Analytics Course",179.0,4005.0,232.47,16.0,10.0,"0.056",1553.0,"2024/11/24","Hyderabad","desktop","analytics for data","2024-11-24"
"A2369","Data Analytics Course",195.0,3876.0,187.59,28.0,3.0,"0.015",1828.0,"21-11-2024","Hyderabad","mobile","data analytics course","2024-11-21"
"A2370","Data Analytics Course",197.0,3174.0,0.0,22.0,7.0,"0.036",1527.0,"2024-11-14","Hyderabad","tablet","data analitics online","2024-11-14"
"A2371","Data Analytics Course",92.0,5550.0,226.38,28.0,8.0,"0.087",1322.0,"21-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-21"
"A2372","Data Analytics Course",90.0,3526.0,211.39,10.0,3.0,"0.037",1395.0,"2024-11-20","Hyderabad","desktop","online data analytic","2024-11-20"
"A2374","Data Analytics Course",82.0,4132.0,247.13,11.0,6.0,"0.073",1091.0,"2024/11/12","Hyderabad","tablet","data anaytics training","2024-11-12"
"A2375","Data Analytics Course",151.0,5826.0,226.53,16.0,8.0,"0.053",1511.0,"2024/11/25","Hyderabad","Desktop","learn data analytics","2024-11-25"
"A2376","Data Analytics Course",162.0,5997.0,240.29,20.0,5.0,"0.035",1144.0,"24-11-2024","Hyderabad","Mobile","data analitics online","2024-11-24"
"A2377","Data Analytics Course",197.0,4541.0,243.81,19.0,9.0,"0.057",1701.0,"11-11-2024","Hyderabad","desktop","data anaytics training","2024-11-11"
"A2378","Data Analytics Course",133.0,4642.0,184.52,22.0,4.0,"0.032",1074.0,"2024/11/14","Hyderabad","DESKTOP","online data analytic","2024-11-14"
"A2379","Data Analytics Course",194.0,5509.0,235.45,18.0,5.0,"0.026",1025.0,"2024-11-12","Hyderabad","Tablet","online data analytic","2024-11-12"
"A2380","Data Analytics Course",169.0,3647.0,194.12,12.0,6.0,"0.036",1697.0,"2024/11/22","Hyderabad","DESKTOP","learn data analytics","2024-11-22"
"A2381","Data Analytics Course",149.0,5209.0,183.91,18.0,10.0,"0.067",1799.0,"29-11-2024","Hyderabad","DESKTOP","learn data analytics","2024-11-29"
"A2382","Data Analytics Course",124.0,5980.0,200.65,25.0,4.0,"0.032",1768.0,"2024/11/04","Hyderabad","Desktop","learn data analytics","2024-11-04"
"A2383","Data Analytics Course",170.0,5443.0,235.99,23.0,5.0,"0.029",1314.0,"21-11-2024","Hyderabad","mobile","analytics for data","2024-11-21"
"A2384","Data Analytics Course",127.0,5326.0,226.11,18.0,10.0,"0.04",1040.0,"21-11-2024","Hyderabad","Mobile","online data analytic","2024-11-21"
"A2385","Data Analytics Course",114.0,5565.0,210.04,16.0,4.0,"0.035",1800.0,"2024/11/07","Hyderabad","DESKTOP","data anaytics training","2024-11-07"
"A2386","Data Analytics Course",154.0,3312.0,203.23,16.0,5.0,"0.042",1977.0,"2024-11-04","Hyderabad","Desktop","data anaytics training","2024-11-04"
"A2388","Data Analytics Course",126.0,3570.0,214.78,28.0,9.0,"0.071",1078.0,"12-11-2024","Hyderabad","tablet","data anaytics training","2024-11-12"
"A2390","Data Analytics Course",125.0,5736.0,197.28,30.0,5.0,"0.04",1265.0,"18-11-2024","Hyderabad","Mobile","analytics for data","2024-11-18"
"A2391","Data Analytics Course",197.0,5921.0,214.97,18.0,6.0,"0.03",1975.0,"2024-11-14","Hyderabad","DESKTOP","learn data analytics","2024-11-14"
"A2392","Data Analytics Course",98.0,3687.0,206.7,12.0,10.0,"0.102",1640.0,"2024/11/07","Hyderabad","MOBILE","online data analytic","2024-11-07"
"A2393","Data Analytics Course",164.0,5334.0,203.91,18.0,6.0,"0.057",1128.0,"18-11-2024","Hyderabad","Desktop","data analytics course","2024-11-18"
"A2394","Data Analytics Course",111.0,4647.0,247.0,15.0,4.0,"0.036",1601.0,"2024-11-29","Hyderabad","Desktop","learn data analytics","2024-11-29"
"A2395","Data Analytics Course",191.0,3485.0,212.43,10.0,7.0,"0.037",1813.0,"28-11-2024","Hyderabad","mobile","analytics for data","2024-11-28"
"A2396","Data Analytics Course",149.0,5720.0,211.54,14.0,5.0,"0.034",1612.0,"2024/11/29","Hyderabad","Desktop","data analytics course","2024-11-29"
"A2397","Data Analytics Course",183.0,3540.0,222.14,15.0,3.0,"0.016",1248.0,"2024/11/11","Hyderabad","MOBILE","learn data analytics","2024-11-11"
"A2398","Data Analytics Course",198.0,4035.0,215.94,22.0,8.0,"0.04",0.0,"10-11-2024","Hyderabad","mobile","learn data analytics","2024-11-10"
"A2399","Data Analytics Course",170.0,3024.0,234.76,11.0,10.0,"0.059",1941.0,"06-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-06"
"A2400","Data Analytics Course",174.0,4334.0,186.29,12.0,4.0,"0.023",1457.0,"2024-11-22","Hyderabad","mobile","analytics for data","2024-11-22"
"A2401","Data Analytics Course",91.0,4038.0,197.15,23.0,6.0,"0.066",1000.0,"2024-11-29","Hyderabad","mobile","data analitics online","2024-11-29"
"A2402","Data Analytics Course",197.0,4347.0,215.2,20.0,6.0,"0.03",1204.0,"2024/11/26","Hyderabad","desktop","online data analytic","2024-11-26"
"A2404","Data Analytics Course",152.0,4182.0,233.45,19.0,5.0,"0.033",1719.0,"2024/11/13","Hyderabad","mobile","data analytics course","2024-11-13"
"A2405","Data Analytics Course",189.0,4809.0,225.32,27.0,10.0,"0.053",1324.0,"2024-11-18","Hyderabad","Mobile","analytics for data","2024-11-18"
"A2407","Data Analytics Course",159.0,3401.0,222.71,18.0,3.0,"0.019",1849.0,"2024-11-05","Hyderabad","Desktop","data analitics online","2024-11-05"
"A2408","Data Analytics Course",175.0,5561.0,231.96,20.0,8.0,"0.057",1174.0,"2024-11-14","Hyderabad","MOBILE","data analytics course","2024-11-14"
"A2409","Data Analytics Course",175.0,5720.0,243.8,17.0,6.0,"0.034",0.0,"2024-11-26","Hyderabad","desktop","data analitics online","2024-11-26"
"A2410","Data Analytics Course",82.0,4898.0,215.11,25.0,8.0,"0.098",1776.0,"09-11-2024","Hyderabad","TABLET","analytics for data","2024-11-09"
"A2411","Data Analytics Course",146.0,5871.0,218.69,30.0,4.0,"0.027",0.0,"2024-11-22","Hyderabad","desktop","learn data analytics","2024-11-22"
"A2412","Data Analytics Course",85.0,5954.0,201.88,18.0,6.0,"0.071",1526.0,"2024/11/27","Hyderabad","Tablet","analytics for data","2024-11-27"
"A2413","Data Analytics Course",128.0,3487.0,236.19,25.0,6.0,"0.047",1961.0,"02-11-2024","Hyderabad","tablet","data analytics course","2024-11-02"
"A2414","Data Analytics Course",153.0,3808.0,189.61,19.0,8.0,"0.052",1246.0,"02-11-2024","Hyderabad","Tablet","data analytics course","2024-11-02"
"A2415","Data Analytics Course",192.0,5720.0,243.11,30.0,9.0,"0.047",1555.0,"2024-11-02","Hyderabad","Mobile","online data analytic","2024-11-02"
"A2416","Data Analytics Course",148.0,4721.0,189.48,26.0,8.0,"0.054",1176.0,"2024/11/01","Hyderabad","Mobile","online data analytic","2024-11-01"
"A2417","Data Analytics Course",153.0,4768.0,214.39,25.0,5.0,"0.041",1837.0,"26-11-2024","Hyderabad","TABLET","data analitics online","2024-11-26"
"A2420","Data Analytics Course",146.0,5173.0,234.26,20.0,7.0,"0.048",1089.0,"2024-11-28","Hyderabad","MOBILE","online data analytic","2024-11-28"
"A2421","Data Analytics Course",81.0,4808.0,189.19,17.0,9.0,"0.111",1759.0,"25-11-2024","Hyderabad","DESKTOP","online data analytic","2024-11-25"
"A2423","Data Analytics Course",90.0,5319.0,208.19,13.0,7.0,"0.078",1719.0,"2024-11-26","Hyderabad","tablet","data anaytics training","2024-11-26"
"A2424","Data Analytics Course",155.0,4532.0,203.44,19.0,8.0,"0.052",1709.0,"17-11-2024","Hyderabad","Desktop","learn data analytics","2024-11-17"
"A2425","Data Analytics Course",125.0,3458.0,180.49,19.0,3.0,"0.024",1754.0,"2024-11-09","Hyderabad","TABLET","data analitics online","2024-11-09"
"A2426","Data Analytics Course",151.0,5432.0,204.76,18.0,9.0,"0.06",0.0,"2024/11/13","Hyderabad","Mobile","data anaytics training","2024-11-13"
"A2427","Data Analytics Course",82.0,3052.0,211.11,12.0,3.0,"0.037",1917.0,"2024/11/06","Hyderabad","DESKTOP","learn data analytics","2024-11-06"
"A2428","Data Analytics Course",198.0,5718.0,194.37,13.0,8.0,"0.04",1118.0,"2024-11-16","Hyderabad","Tablet","data anaytics training","2024-11-16"
"A2429","Data Analytics Course",115.0,4762.0,241.63,20.0,8.0,"0.058",1555.0,"03-11-2024","Hyderabad","desktop","data analytics course","2024-11-03"
"A2430","Data Analytics Course",158.0,4953.0,243.07,20.0,8.0,"0.051",1955.0,"2024-11-04","Hyderabad","Tablet","learn data analytics","2024-11-04"
"A2431","Data Analytics Course",102.0,3784.0,219.45,13.0,9.0,"0.045",1967.0,"2024/11/20","Hyderabad","desktop","data analytics course","2024-11-20"
"A2433","Data Analytics Course",198.0,5860.0,185.25,24.0,9.0,"0.041",1950.0,"2024-11-01","Hyderabad","Tablet","data anaytics training","2024-11-01"
"A2434","Data Analytics Course",174.0,4169.0,189.36,23.0,8.0,"0.046",1110.0,"2024/11/14","Hyderabad","Tablet","data analytics course","2024-11-14"
"A2435","Data Analytics Course",193.0,5831.0,0.0,24.0,5.0,"0.026",1265.0,"2024-11-14","Hyderabad","mobile","online data analytic","2024-11-14"
"A2437","Data Analytics Course",147.0,5793.0,240.32,25.0,5.0,"0.049",1645.0,"2024/11/27","Hyderabad","TABLET","data analytics course","2024-11-27"
"A2438","Data Analytics Course",179.0,3338.0,218.33,30.0,7.0,"0.039",0.0,"2024/11/24","Hyderabad","desktop","data analitics online","2024-11-24"
"A2439","Data Analytics Course",194.0,4297.0,237.87,22.0,3.0,"0.015",1739.0,"2024/11/29","Hyderabad","Desktop","data analytics course","2024-11-29"
"A2440","Data Analytics Course",112.0,3961.0,214.45,13.0,7.0,"0.062",1594.0,"2024/11/17","Hyderabad","Desktop","analytics for data","2024-11-17"
"A2441","Data Analytics Course",88.0,5063.0,195.2,22.0,3.0,"0.034",1460.0,"2024/11/20","Hyderabad","MOBILE","analytics for data","2024-11-20"
"A2442","Data Analytics Course",172.0,5635.0,200.16,21.0,7.0,"0.036",1727.0,"14-11-2024","Hyderabad","MOBILE","data analitics online","2024-11-14"
"A2443","Data Analytics Course",81.0,4404.0,239.62,11.0,4.0,"0.035",1814.0,"2024-11-21","Hyderabad","Mobile","data analytics course","2024-11-21"
"A2444","Data Analytics Course",142.0,4312.0,213.54,21.0,7.0,"0.049",1666.0,"2024/11/20","Hyderabad","desktop","learn data analytics","2024-11-20"
"A2445","Data Analytics Course",111.0,3302.0,193.18,30.0,10.0,"0.09",1783.0,"19-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-19"
"A2446","Data Analytics Course",81.0,3575.0,192.71,27.0,4.0,"0.049",1158.0,"11-11-2024","Hyderabad","Tablet","online data analytic","2024-11-11"
"A2447","Data Analytics Course",112.0,5055.0,213.36,26.0,5.0,"0.058",1959.0,"2024/11/29","Hyderabad","Desktop","data anaytics training","2024-11-29"
"A2448","Data Analytics Course",101.0,5415.0,236.41,13.0,10.0,"0.039",1832.0,"15-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-15"
"A2449","Data Analytics Course",166.0,3118.0,212.46,25.0,7.0,"0.042",1813.0,"2024/11/14","Hyderabad","tablet","online data analytic","2024-11-14"
"A2452","Data Analytics Course",126.0,5250.0,239.73,30.0,4.0,"0.032",1070.0,"2024/11/23","Hyderabad","Tablet","analytics for data","2024-11-23"
"A2453","Data Analytics Course",119.0,4405.0,233.66,25.0,3.0,"0.039",1407.0,"12-11-2024","Hyderabad","desktop","data analytics course","2024-11-12"
"A2454","Data Analytics Course",189.0,5060.0,236.54,26.0,7.0,"0.043",1877.0,"2024-11-10","Hyderabad","Mobile","data anaytics training","2024-11-10"
"A2455","Data Analytics Course",167.0,3296.0,246.85,29.0,8.0,"0.048",1723.0,"2024/11/17","Hyderabad","DESKTOP","data analitics online","2024-11-17"
"A2456","Data Analytics Course",198.0,3499.0,209.74,30.0,9.0,"0.04",1893.0,"2024/11/25","Hyderabad","DESKTOP","data analytics course","2024-11-25"
"A2457","Data Analytics Course",95.0,3449.0,184.55,10.0,10.0,"0.041",1601.0,"16-11-2024","Hyderabad","mobile","analytics for data","2024-11-16"
"A2458","Data Analytics Course",181.0,3738.0,206.61,16.0,9.0,"0.05",1868.0,"2024/11/09","Hyderabad","Mobile","online data analytic","2024-11-09"
"A2459","Data Analytics Course",105.0,4236.0,180.2,12.0,7.0,"0.067",0.0,"2024-11-24","Hyderabad","MOBILE","learn data analytics","2024-11-24"
"A2460","Data Analytics Course",178.0,5751.0,205.34,24.0,10.0,"0.056",1903.0,"2024/11/20","Hyderabad","desktop","data analytics course","2024-11-20"
"A2461","Data Analytics Course",127.0,5050.0,184.77,28.0,9.0,"0.071",1906.0,"2024/11/02","Hyderabad","DESKTOP","data analitics online","2024-11-02"
"A2462","Data Analytics Course",198.0,4773.0,202.54,17.0,10.0,"0.051",1082.0,"2024-11-19","Hyderabad","Mobile","data analitics online","2024-11-19"
"A2463","Data Analytics Course",86.0,5652.0,249.13,25.0,7.0,"0.081",1981.0,"06-11-2024","Hyderabad","mobile","data anaytics training","2024-11-06"
"A2465","Data Analytics Course",191.0,5070.0,247.41,12.0,4.0,"0.021",1266.0,"25-11-2024","Hyderabad","mobile","analytics for data","2024-11-25"
"A2466","Data Analytics Course",139.0,5879.0,197.9,24.0,4.0,"0.029",1476.0,"2024-11-05","Hyderabad","mobile","data analytics course","2024-11-05"
"A2467","Data Analytics Course",197.0,3620.0,235.19,18.0,7.0,"0.036",1740.0,"2024/11/01","Hyderabad","MOBILE","online data analytic","2024-11-01"
